epoch,train_loss,val_mae,val_rmse,lr
54,0.001857,0.072785,0.105013,0.0005
55,0.00183,0.072374,0.104787,0.0005
56,0.001826,0.072463,0.104819,0.0005
57,0.001823,0.072531,0.10468,0.0005
58,0.001821,0.072337,0.104918,0.0005
59,0.001819,0.072666,0.104784,0.0005
60,0.001815,0.072692,0.104835,0.0005
61,0.001814,0.072855,0.104923,0.0005
62,0.001811,0.072415,0.104704,0.0005
63,0.001809,0.072512,0.104754,0.0005
64,0.001808,0.072719,0.104722,0.0005
65,0.001804,0.0727,0.104714,0.0005
66,0.001806,0.072452,0.104738,0.0005
67,0.0018,0.072531,0.104731,0.0005
68,0.001797,0.072716,0.104738,0.0005
69,0.001795,0.072936,0.1048,0.00025
70,0.001786,0.072476,0.104699,0.00025
71,0.001783,0.072291,0.104668,0.00025
72,0.001781,0.072364,0.104663,0.00025
73,0.001779,0.072278,0.10468,0.00025
74,0.001779,0.072718,0.104685,0.00025
75,0.001777,0.07243,0.104644,0.00025
76,0.001776,0.072393,0.10478,0.00025
77,0.001774,0.072588,0.104745,0.00025
78,0.001772,0.072523,0.10473,0.00025
79,0.001771,0.072517,0.104716,0.00025
80,0.00177,0.072428,0.10477,0.00025
81,0.001767,0.0723,0.104786,0.00025
82,0.001766,0.072362,0.104777,0.00025
83,0.001765,0.072396,0.104646,0.00025
84,0.001764,0.07244,0.104649,0.000125
85,0.001758,0.072506,0.104679,0.000125
86,0.001757,0.072501,0.104683,0.000125
87,0.001755,0.072465,0.104727,0.000125
88,0.001754,0.072346,0.10466,0.000125
89,0.001754,0.072403,0.104663,0.000125
90,0.001753,0.072442,0.104688,0.000125
91,0.001752,0.072306,0.104702,0.000125
92,0.001751,0.072236,0.104727,0.000125
93,0.00175,0.072318,0.10482,0.000125
94,0.001749,0.072354,0.104779,0.000125
95,0.001748,0.072476,0.104706,0.000125
96,0.001747,0.072281,0.104678,0.000125
97,0.001747,0.072555,0.10471,0.000125
98,0.001746,0.072424,0.104697,0.000125
99,0.001745,0.072376,0.104589,0.000125
100,0.001744,0.072347,0.104678,0.000125
101,0.001743,0.072339,0.104618,0.000125
102,0.001742,0.07223,0.10464,0.000125
103,0.001741,0.072635,0.104698,6.25e-05
104,0.001738,0.07245,0.104704,6.25e-05
105,0.001737,0.072403,0.104721,6.25e-05
106,0.001736,0.072321,0.104658,6.25e-05
107,0.001736,0.072403,0.104657,6.25e-05
108,0.001735,0.072343,0.104701,6.25e-05
109,0.001734,0.072348,0.104696,6.25e-05
110,0.001734,0.072259,0.104639,6.25e-05
111,0.001733,0.07244,0.104644,6.25e-05
112,0.001733,0.072342,0.104621,6.25e-05
113,0.001732,0.072375,0.104682,6.25e-05
114,0.001732,0.072446,0.104678,3.125e-05
115,0.00173,0.072333,0.104685,3.125e-05
116,0.00173,0.072349,0.104718,3.125e-05
117,0.00173,0.072351,0.104684,3.125e-05
118,0.001729,0.072344,0.104658,3.125e-05
119,0.001729,0.072427,0.104679,3.125e-05
120,0.001729,0.07241,0.104673,3.125e-05
121,0.001728,0.072459,0.10472,3.125e-05
122,0.001728,0.072391,0.104693,3.125e-05
123,0.001728,0.072292,0.104681,3.125e-05
124,0.001727,0.072346,0.104735,3.125e-05
125,0.001727,0.072263,0.104679,1.5625e-05
126,0.001726,0.072381,0.104689,1.5625e-05
127,0.001726,0.072315,0.104708,1.5625e-05
